PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
TOI-776 c,Transmission,Teske et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8728,5.0726,2460092.134,2460092.134,G395H Tiberius Visit 2
TOI-776 c,Transmission,Teske et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8728,5.0726,2460076.4687,2460076.4687,G395H Tiberius Visit 1
TOI-776 c,Transmission,Teske et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2458844.5603,2458844.5603,G395H Eureka Joint Fit
TOI-836 b,Transmission,Alderson et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2458844.5603,2458844.5603,Eureka! pipeline combined visit 1 and visit 2
TOI-836 b,Transmission,Alderson et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0726,2458844.5603,2458844.5603,exotic-jedi pipeline visit 2
TOI-836 b,Transmission,Alderson et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2458844.5603,2458844.5603,Eureka! pipline visit 1
TOI-836 b,Transmission,Alderson et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2458844.5603,2458844.5603,Eureka! pipline visit 2
TOI-836 b,Transmission,Alderson et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8728,5.0725,2458844.5603,2458844.5603,exotic-jedi pipeline visit 1
TOI-836 c,Transmission,Wallack et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.072,2458844.5603,2458844.5603,Eureka
TOI-836 c,Transmission,Wallack et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.073,2458844.5603,2458844.5603,ExoTiC-JEDI
TOI-836 c,Transmission,Wallack et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.073,2458844.5603,2458844.5603,Aesop
TRAPPIST-1 b,Eclipse,Greene et al. 2023,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2458844.5603,2458844.5603,Unknown
TRAPPIST-1 b,Eclipse,Ducrot et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,12.8,15.0,2458844.5603,2458844.5603,Fiducial Global Joint Fit (Extended Data Table 4)
TRAPPIST-1 b,Transmission,Rathcke et al. 2025,362,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8031,5.1928,2460501.4055,2460501.4055,Mid-Transit Times from Table 1
TRAPPIST-1 c,Eclipse,Zieba et al. 2023,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2458844.5603,2458844.5603,Unknown
TRAPPIST-1 c,Transmission,Radica et al. 2025,26,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.72,2.77,2460249.515,2460249.515,"Table 3, Visit 2"
TRAPPIST-1 c,Transmission,Radica et al. 2025,26,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.72,2.77,2459881.4015,2459881.4015,"Table 3, Visit 1"
TRAPPIST-1 c,Transmission,Rathcke et al. 2025,362,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8031,5.1928,2460501.3853,2460501.3853,Mid-Transit Times from Table 1
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460246.5393,2460246.5393,"Figure 2, Visit 4"
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460148.9563,2460148.9563,"Figure 2, Visit 3"
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460118.4598,2460118.4598,"Figure 2, Visit 1"
TRAPPIST-1 e,Transmission,Espinoza et al. 2025,67,Near Infrared Spectrograph (NIRSpec) - PRISM,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6292,5.2084,2460124.559,2460124.559,"Figure 2, Visit 2"
TRAPPIST-1 g,Transmission,Wakeford et al. 2019,13,Wide Field Camera 3,Hubble Space Telescope satellite,1.1375,1.635,2458844.5603,2458844.5603,Unknown
TRAPPIST-1 h,Transmission,Gressier et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458844.5603,2458844.5603,Table 2
TrES-1 b,Eclipse,Cubillos et al. 2014,5,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,16.0,2458844.5603,2458844.5603,eclipse depth taken from Abstract
TrES-1 b,Eclipse,Charbonneau et al. 2005,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,8.0,2458844.5603,2458844.5603,"Bright. temp from text, Section 4, 2nd para."
TrES-2 b,Eclipse,Croll et al. 2010,1,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.146,2.146,2458844.5603,2458844.5603,eclipse depth taken from Abstract
TrES-2 b,Eclipse,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,2458844.5603,2458844.5603,Table 6
TrES-2 b,Eclipse,O&#39;Donovan et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 2
TrES-2 b,Transmission,Ranjan et al. 2014,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.0965,1.6535,2458844.5603,2458844.5603,Unknown
TrES-2 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
TrES-3 b,Eclipse,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,2458844.5603,2458844.5603,Table 6
TrES-3 b,Eclipse,Fressin et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 1
TrES-3 b,Eclipse,Croll et al. 2010,1,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.146,2.146,2458844.5603,2458844.5603,"Table 1, MCMC Ks-band Solution"
TrES-3 b,Eclipse,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Figure 2
TrES-3 b,Eclipse,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458844.5603,2458844.5603,Figure 2
TrES-3 b,Transmission,Ricci et al. 2017,1,MEXMAN,National Autonomous University of Mexico (UNAM) 0.84m Telescope at El Observatorio Astronomico Nacional/Sierra San Pedro Martir (OAN/SPM),0.894,0.894,2458844.5603,2458844.5603,Unknown
TrES-3 b,Transmission,Ricci et al. 2017,2,Multiple Instruments,Multiple Observatories,0.63,0.9222,2458844.5603,2458844.5603,Unknown
TrES-3 b,Transmission,Ricci et al. 2017,3,SBIG STL-1301E,University of Monterrey (UDEM) 0.36m telescope at Observatorio de la Universidad de Monterrey,0.5537,0.7886,2458844.5603,2458844.5603,Unknown
TrES-4 b,Eclipse,Knutson et al. 2009,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 1
TrES-4 b,Transmission,Ranjan et al. 2014,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.1225,1.638,2458844.5603,2458844.5603,Unknown
TrES-4 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
TrES-4 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,2458844.5603,2458844.5603,Unknown
TrES-4 b,Transmission,Meech et al. 2025,61,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460478.7129,2460478.7129,Tiberius R100 NRS1/NRS2
TrES-4 b,Transmission,Meech et al. 2025,61,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460478.713,2460478.713,Eureka! R100 NRS1/NRS2
V1298 Tau b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
V1298 Tau b,Transmission,Barat et al. 2024,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.64,2458844.5603,2458844.5603,Unknown
V1298 Tau b,Transmission,Barat et al. 2025,342,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7062,5.1465,2458844.5603,2458844.5603,"G395H, Eureka! pipeline"
V1298 Tau c,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
V1298 Tau c,Transmission,Barat et al. 2024,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.1348,1.6448,2458844.5603,2458844.5603,G141
VHS J125601.92-125723.9 b,Direct Imaging,Miles et al. 2023,7373,Mid-Infrared Instrument (MIRI) - MRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.9005,19.8,2459765.5,2459765.5,Unknown
VHS J125601.92-125723.9 b,Direct Imaging,Miles et al. 2023,3841,Near Infrared Spectrograph (NIRSpec) - G140H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.97,1.8897,2459765.5,2459765.5,Unknown
VHS J125601.92-125723.9 b,Direct Imaging,Miles et al. 2023,3736,Near Infrared Spectrograph (NIRSpec) - G235H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,1.66,3.1701,2459765.5,2459765.5,Unknown
VHS J125601.92-125723.9 b,Direct Imaging,Miles et al. 2023,3537,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8708,5.2696,2459765.5,2459765.5,Unknown
WASP-10 b,Eclipse,Cruz et al. 2015,1,OMEGA2000,Max Planck Institute for Astronomy and Institute of Astrophysics of Andalusia (CSIC) 3.5m Telescope at Calar Alto Observatory,2.159,2.159,2458844.5603,2458844.5603,eclipse depth taken from Abstract
WASP-10 b,Eclipse,Kammer et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 3
WASP-10 b,Transmission,Jiang et al. 2023,31,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.43,0.78,2458844.5603,2458844.5603,Unknown
WASP-100 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-101 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-101 b,Transmission,Wakeford et al. 2017,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.1425,1.6325,2458844.5603,2458844.5603,Unknown
WASP-101 b,Transmission,Rathcke et al. 2023,26,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3398,0.9772,2458844.5603,2458844.5603,Unknown
WASP-103 b,Eclipse,Cartier et al. 2017,22,Wide Field Camera 3,Hubble Space Telescope satellite,1.0806,1.6848,2458844.5603,2458844.5603,Table 6
WASP-103 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
WASP-103 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
WASP-103 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-103 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-103 b,Transmission,Southworth &amp; Evans 2016,2,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6589,0.82,2458844.5603,2458844.5603,Unknown
WASP-103 b,Transmission,Southworth &amp; Evans 2016,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,2458844.5603,2458844.5603,Unknown
WASP-103 b,Transmission,Wilson et al. 2020,16,FORS2,Very Large Telescope (Antu),0.3943,0.6043,2458844.5603,2458844.5603,Unknown
WASP-103 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
WASP-103 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
WASP-104 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-107 b,Transmission,Kreidberg et al. 2018,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.133,1.616,2458844.5603,2458844.5603,Unknown
WASP-107 b,Transmission,Spake et al. 2018,49,Wide Field Camera 3,Hubble Space Telescope satellite,0.8916,1.616,2458844.5603,2458844.5603,Unknown
WASP-107 b,Transmission,Dyrek et al. 2023,49,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.61,11.83,2458844.5603,2458844.5603,"Extended Data Table 1, CASCAde"
WASP-107 b,Transmission,Dyrek et al. 2023,49,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.61,11.83,2458844.5603,2458844.5603,"Extended Data Table 1, TEATRO"
WASP-107 b,Transmission,Dyrek et al. 2023,49,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.61,11.83,2458844.5603,2458844.5603,"Extended Data Table 1, Eureka!"
WASP-107 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
WASP-107 b,Transmission,Sing et al. 2024,576,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7355,5.1637,2458844.5603,2458844.5603,Unknown
WASP-107 b,Transmission,Welbanks et al. 2024,58,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.064,13.628,2458844.5603,2458844.5603,Fiducial Eureka
WASP-107 b,Transmission,Welbanks et al. 2024,77,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8975,5.0375,2458844.5603,2458844.5603,F444W Fiducial Eureka
WASP-107 b,Transmission,Welbanks et al. 2024,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4575,3.9425,2458844.5603,2458844.5603,F322W2 Fiducial Eureka
WASP-107 b,Transmission,Welbanks et al. 2024,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4575,3.9425,2458844.5603,2458844.5603,F322W2 Pegasus
WASP-107 b,Transmission,Welbanks et al. 2024,72,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8971,4.962,2458844.5603,2458844.5603,F444W tshirt
WASP-107 b,Transmission,Welbanks et al. 2024,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4572,3.9421,2458844.5603,2458844.5603,F322W2 tshirt
WASP-107 b,Transmission,Welbanks et al. 2024,72,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8975,4.9625,2458844.5603,2458844.5603,F444W Pegasus
WASP-107 b,Transmission,Welbanks et al. 2024,9,Wide Field Camera 3,Hubble Space Telescope satellite,0.8916,1.1264,2458844.5603,2458844.5603,G102 Fiducial Pegasus
WASP-107 b,Transmission,Welbanks et al. 2024,21,Wide Field Camera 3,Hubble Space Telescope satellite,1.1327,1.6418,2458844.5603,2458844.5603,G141 Fiducial Pegasus
WASP-107 b,Transmission,Murphy et al. 2024,30,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.475,3.925,2458844.5603,2458844.5603,F322W2 Total transit depth
WASP-117 b,Transmission,Anisman et al. 2020,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458844.5603,2458844.5603,Unknown
WASP-117 b,Transmission,Carone et al. 2021,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.138,1.6421,2458844.5603,2458844.5603,CASCADE pipeline
WASP-117 b,Transmission,Carone et al. 2021,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.138,1.6421,2458844.5603,2458844.5603,nominal pipeline
WASP-12 b,Eclipse,Stevenson et al. 2014,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 3
WASP-12 b,Eclipse,Stevenson et al. 2014,11,Wide Field Camera 3,Hubble Space Telescope satellite,1.125,1.625,2458844.5603,2458844.5603,Table 3
WASP-12 b,Eclipse,L&oacute;pez-Morales et al. 2010,1,Seaver Prototype Imaging camera (SPICam),Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),0.9,0.9,2458844.5603,2458844.5603,"text, Section 3, 2nd paragraph"
WASP-12 b,Eclipse,Croll et al. 2011,3,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,1.253,2.146,2458844.5603,2458844.5603,eclipse depth taken from Abstract
WASP-12 b,Eclipse,Crossfield et al. 2012,20,SpeX,Infrared Telescope Facility,1.5375,2.3375,2458844.5603,2458844.5603,Table 2
WASP-12 b,Eclipse,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.15,2.15,2458844.5603,2458844.5603,"Table 5, WASP-12 Ks band combined, Actual Eclipse"
WASP-12 b,Eclipse,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.22,2.22,2458844.5603,2458844.5603,"Table 5, WASP-12 K_CONT band, Actual Eclipse Depth"
WASP-12 b,Eclipse,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,1.04,1.04,2458844.5603,2458844.5603,"Table 5, WASP-12 Y band, Actual Eclipse Depth"
WASP-12 b,Eclipse,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Figure 2
WASP-12 b,Eclipse,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458844.5603,2458844.5603,Figure 2
WASP-12 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-12 b,Transmission,Sing et al. 2013,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2454508.977,2454508.977,Unknown
WASP-12 b,Transmission,Sing et al. 2013,21,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.335,1.631,2454508.977,2454508.977,Unknown
WASP-12 b,Transmission,Stevenson et al. 2014,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Unknown
WASP-12 b,Transmission,Stevenson et al. 2014,29,Wide Field Camera 3,Hubble Space Telescope satellite,0.728,1.625,2458844.5603,2458844.5603,Unknown
WASP-12 b,Transmission,Copperwheat et al. 2013,3,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3557,0.601,2454836.4033,2454836.4033,Unknown
WASP-12 b,Transmission,Mandell et al. 2013,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.145,1.633,2455663.6997,2455663.6997,Unknown
WASP-12 b,Transmission,Kreidberg et al. 2015,13,Wide Field Camera 3,Hubble Space Telescope satellite,0.867,1.6315,2458844.5603,2458844.5603,Unknown
WASP-12 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,Figure 2
WASP-121 b,Eclipse,Evans et al. 2017,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2458844.5603,2458844.5603,eclipse depth (3670 +/- 130 ppm) taken from text
WASP-121 b,Eclipse,Evans et al. 2017,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.131,1.632,2458844.5603,2458844.5603,Unknown
WASP-121 b,Eclipse,Mikal-Evans et al. 2020,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.129,1.628,2458844.5603,2458844.5603,Unknown
WASP-121 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
WASP-121 b,Eclipse,Changeat et al. 2022,38,Wide Field Camera 3,Hubble Space Telescope satellite,0.8125,1.6295,2458844.5603,2458844.5603,Figure 2
WASP-121 b,Eclipse,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,2458844.5603,2458844.5603,Supplementary Table 5
WASP-121 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-121 b,Transmission,Evans et al. 2016,31,Wide Field Camera 3,Hubble Space Telescope,0.4365,1.6315,2458844.5603,2458844.5603,Unknown
WASP-121 b,Transmission,Sing et al. 2019,5,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.2387,0.2986,2458844.5603,2458844.5603,Unknown
WASP-121 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
WASP-121 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
WASP-121 b,Transmission,Wilson et al. 2021,53,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,0.525,0.945,2458844.5603,2458844.5603,Unknown
WASP-121 b,Transmission,Gapp et al. 2025,1748,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7257,5.171,2458844.5603,2458844.5603,"Phase-curve transit depth, Figure 6. R3000."
WASP-121 b,Transmission,Gapp et al. 2025,1747,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7257,5.171,2458844.5603,2458844.5603,"Transit-only transit depth, Figure 6. R3000. Data at 4.01732 micron omitted because the uncertainties were overestimated (1.57169% -388068.52099%)"
WASP-121 b,Transmission,Gapp et al. 2025,349,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7285,5.1671,2458844.5603,2458844.5603,"Transit-only transit depth, Figure 6. R600."
WASP-121 b,Transmission,Gapp et al. 2025,349,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7285,5.1671,2458844.5603,2458844.5603,"Phase-curve transit depth, Figure 6. R600."
WASP-124 b,Transmission,McGruder et al. 2023,33,Multiple Instruments,Multiple Observatories,0.465,0.979,2458844.5603,2458844.5603,Unknown
WASP-127 b,Transmission,Palle et al. 2017,23,ALFOSC,Nordic Optical Telescope,0.425,0.875,2458844.5603,2458844.5603,Unknown
WASP-127 b,Transmission,Chen et al. 2018,27,ALFOSC,Nordic Optical Telescope,0.405,0.935,2458844.5603,2458844.5603,Unknown
WASP-127 b,Transmission,Chen et al. 2018,86,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.5242,1.013,2458844.5603,2458844.5603,Unknown
WASP-127 b,Transmission,Skaf et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,2458844.5603,2458844.5603,Table 4
WASP-127 b,Transmission,Boehm et al. 2025,59,Wide Field Camera 3,Hubble Space Telescope satellite,0.2075,0.7875,2459989.546,2459989.546,Table 5
WASP-131 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-14 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-14 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
WASP-14 b,Transmission,Wong et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456034.2123,2456043.1871,Unknown
WASP-15 b,Transmission,Kirk et al. 2025,241,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7662,5.1661,2460336.6664,2460336.6664,Eureka R400
WASP-15 b,Transmission,Kirk et al. 2025,61,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1797,2460336.6664,2460336.6664,Eureka R100
WASP-15 b,Transmission,Kirk et al. 2025,239,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7662,5.1532,2460336.6664,2460336.6664,Tiberius R400
WASP-15 b,Transmission,Kirk et al. 2025,60,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7765,5.1284,2460336.6664,2460336.6664,Tiberius R100
WASP-156 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,2458844.5603,2458844.5603,Unknown
